[Header]
; Copyright 1997-2010, Quantum Design, Inc. All rights reserved.
FILEOPENTIME,3981286218.733,2/26/2026,4:52 PM
BYAPP, LogDynaCoolData, 1.0, 2.2
INFO, APPNAME, DynaCool MultiVu Application, Release 1.2.5.1
FIELDGROUP, Standard,2,3,4,5,6,7,8,9,11,10
FIELDGROUP, Diagnostic,2,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
FIELDGROUP, User,2,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
STARTUPGROUP, All
STARTUPAXIS, X, 2, LINEAR, AUTO
STARTUPAXIS, Y1, 3, LINEAR, AUTO
TIMEMODE, MINUTES, RELATIVE
PLOT_APPEARANCE, ALL, HORZ_GRID_ON, VERT_GRID_ON, MARKERS_AND_LINES, ALL_LINES
RECORDS, ALL_RECORDS
DATATYPE, TIME, 2
DATATYPE, COMMENT, 1
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),System Pres (Torr),Chamber Status (code),Temperature Status (code),Field Status (code),Cryostat Status (code),Control Therm (ID),Sample Therm (ID),Block Temp (K),Neck Temp (K),High Neck Temp (K),Control Temp (K),1st Stage Temp (K),2nd Stage Temp (K),Magnet Temp (K),Impedance Temp (K),Pot Liquid level (%),Block Power (W),Neck Heater Power (W),High Neck Heater Power (W),1st Stage Heater Power (W),2nd Stage Heater Power (W),Magnet Voltage (V),Impedance Heater Power (W),Pot Power (W),CFE Flow (SCCM),Pump Flow (uncal SCCM),Tank Pressure (Torr),Annulus Pressure (Torr),Compressor State (code),Pirani S/N,Firm Rev,Ix,Vs,Vt,Vm,Vh,Pirani Pressure (Torr),Strain Pressure (Torr),calfactor.strcal_p0,calfactor.strcal_pathm,calfactor.strcal_V0,calfactor.strcal_Vathm,calfactor.pstr_slope,calfactor.pstr_offs,Pressure
,3981488642.74,299.9999,0.3767283,21.40136,1,1,4,7,968,968,300.0556,300.0171,299.902,299.9999,48.68281,4.25037,4.61368,,-13.466954,2.962317,0.185272,0.372763,0,0.6536965,,,,,,,,,-1,1114757200,0.002911,0.582196,0.791435,0.714517,1.918938,20.450455,26.968754,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.401363
,3981488706.16,299.9998,0.3408494,21.40575,1,1,4,7,968,968,300.057,300.0171,299.9066,299.9998,48.81708,4.252634,4.60987,,-13.709876,2.957371,0.194005,0.377765,0,0.6690776,,,,,,,,,-1,1114757200,0.002911,0.582198,0.791435,0.714516,1.918924,20.452295,26.974785,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.404270
,3981488769.65,300.0012,0.1255761,21.40017,1,1,4,7,968,968,300.0556,300.0179,299.9266,300.0012,48.63141,4.252617,4.612721,,-13.484173,2.956176,0.154278,0.381514,0,0.6306248,,,,,,,,,-1,1114757200,0.002911,0.582200,0.791433,0.714515,1.918993,20.451283,26.944626,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.398756
,3981488833.18,300.001,0.1255761,21.39989,1,1,4,7,968,968,300.051,300.0183,299.9226,300.001,48.74736,4.250103,4.611455,,-13.406025,2.947283,0.169096,0.382718,0,0.6438087,,,,,,,,,-1,1114757200,0.002911,0.582198,0.791429,0.714512,1.918952,20.452084,26.962721,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.402277
,3981488896.78,300.0006,0.1255761,21.39928,1,1,4,7,968,968,300.0514,300.0207,299.926,300.0006,48.65307,4.249546,4.610386,,-13.509339,2.962027,0.153708,0.366116,0,0.6463721,,,,,,,,,-1,1114757200,0.002911,0.582199,0.791428,0.714512,1.918947,20.447676,26.964819,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.397732
,3981488960.26,299.9993,0.1076366,21.39596,1,1,4,7,968,968,300.0459,300.0179,299.8983,299.9993,48.59988,4.249521,4.612394,,-13.619542,2.971559,0.167798,0.373060,0,0.6493019,,,,,,,,,-1,1114757200,0.002911,0.582200,0.791427,0.714509,1.918947,20.452904,26.964819,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.403486
,3981489023.73,299.9991,0.0896972,21.40084,1,1,4,7,968,968,300.0449,300.0195,299.905,299.9991,48.64316,4.250503,4.611933,,-13.184825,2.961338,0.155331,0.385114,0,0.6514992,,,,,,,,,-1,1114757200,0.002911,0.582202,0.791425,0.714510,1.918965,20.445213,26.956951,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.393877
,3981489087.20,300.0003,0.161455,21.39855,1,1,4,7,968,968,300.0485,300.0203,299.9249,300.0003,48.97345,4.250603,4.609982,,-13.685769,2.880434,0.202681,0.366090,0,0.6145113,,,,,,,,,-1,1114757200,0.002911,0.582201,0.791423,0.714507,1.918974,20.449085,26.952755,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.397526
,3981489150.70,299.9993,0.1255761,21.39458,1,1,4,7,968,968,300.0582,300.0231,299.9251,299.9993,48.66298,4.247917,4.612206,,-13.775839,2.943608,0.167798,0.384588,0,0.6320897,,,,,,,,,-1,1114757200,0.002911,0.582202,0.791422,0.714506,1.918987,20.449524,26.946985,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.397165
,3981489214.11,299.9997,-0.1076366,21.39858,1,1,4,7,968,968,300.0514,300.0213,299.9222,299.9997,48.5573,4.248673,4.612338,,-13.562851,2.981063,0.159461,0.427871,0,0.6507668,,,,,,,,,-1,1114757200,0.002911,0.582202,0.791420,0.714504,1.919003,20.449905,26.939905,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.396553
,3981489277.54,299.9986,-0.07175776,21.38845,1,1,4,7,968,968,300.0556,300.0217,299.9198,299.9986,48.73555,4.249647,4.612788,,-13.388540,2.957010,0.175188,0.414253,0,0.6218356,,,,,,,,,-1,1114757200,0.002911,0.582202,0.791419,0.714502,1.919092,20.452063,26.901091,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.391832
,3981489340.88,300,-0.07175776,21.40236,1,1,4,7,968,968,300.0566,300.0209,299.9249,300,48.72002,4.249338,4.609776,,-13.831204,2.994530,0.178390,0.376942,0,0.6514992,,,,,,,,,-1,1114757200,0.002911,0.582203,0.791416,0.714500,1.918968,20.449589,26.955378,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.398462
,3981489404.27,300,-0.0896972,21.3961,1,1,4,7,968,968,300.0526,300.0197,299.9229,300,48.81895,4.249172,4.611465,,-13.458742,2.979509,0.168282,0.403946,0,0.6474708,,,,,,,,,-1,1114757200,0.002911,0.582205,0.791416,0.714499,1.918983,20.453102,26.949083,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.401405
,3981489467.80,300.0004,-0.161455,21.39964,1,1,4,7,968,968,300.0522,300.0203,299.9218,300.0004,48.58445,4.250744,4.612431,,-13.797562,2.935525,0.158408,0.358496,0,0.6309911,,,,,,,,,-1,1114757200,0.002911,0.582205,0.791413,0.714498,1.918983,20.450409,26.949083,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.398445
,3981489531.23,300.001,-0.07175776,21.40029,1,1,4,7,968,968,300.0494,300.0191,299.908,300.001,48.60544,4.247044,4.613369,,-13.479935,2.955962,0.171441,0.391148,0,0.6445411,,,,,,,,,-1,1114757200,0.002911,0.582206,0.791411,0.714497,1.918952,20.449398,26.962721,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.399321
,3981489594.65,299.999,-0.1435155,21.39429,1,1,4,7,968,968,300.051,300.0189,299.9034,299.999,48.80959,4.251127,4.61353,,-13.687359,2.984130,0.175675,0.421208,0,0.6569924,,,,,,,,,-1,1114757200,0.002911,0.582207,0.791411,0.714496,1.919010,20.451286,26.937019,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.397650
,3981489658.05,300.0001,-0.1076366,21.39486,1,1,4,7,968,968,300.0494,300.0155,299.9059,300.0001,48.68157,4.250129,4.612168,,-13.583514,2.947462,0.188047,0.363653,0,0.6617532,,,,,,,,,-1,1114757200,0.002911,0.582206,0.791407,0.714493,1.919027,20.450474,26.929415,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.395647
,3981489721.51,299.9991,-0.1793944,21.39117,1,1,4,7,968,968,300.052,300.0191,299.9106,299.9991,48.57951,4.247526,4.611726,,-13.436489,2.961339,0.175188,0.360022,0,0.6372167,,,,,,,,,-1,1114757200,0.002911,0.582206,0.791405,0.714491,1.919018,20.449511,26.933348,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.395161
,3981489784.92,300.0001,-0.07175776,21.39288,1,1,4,7,968,968,300.0497,300.0187,299.9245,300.0001,48.7573,4.248622,4.612937,,-13.522320,2.947310,0.180501,0.372383,0,0.6456397,,,,,,,,,-1,1114757200,0.002911,0.582206,0.791403,0.714489,1.919018,20.448488,26.933348,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.394039
,3981489848.54,300.0007,-0.161455,21.3941,1,1,4,7,968,968,300.0497,300.0207,299.9042,300.0007,48.68218,4.248315,4.611784,,-13.722591,2.943041,0.159461,0.378514,0,0.6368505,,,,,,,,,-1,1114757200,0.002911,0.582208,0.791401,0.714488,1.919025,20.448927,26.930464,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.394100
,3981489912.03,300.0012,-0.03587888,21.39788,1,1,4,7,968,968,300.0532,300.0171,299.9028,300.0012,48.61719,4.248432,4.611539,,-14.090816,2.958021,0.183437,0.391812,0,0.6218356,,,,,,,,,-1,1114757200,0.002911,0.582209,0.791401,0.714487,1.919025,20.449203,26.930464,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.394403
,3981489975.41,299.9997,-0.07175776,21.39708,1,1,4,7,968,968,300.0512,300.0201,299.9261,299.9997,48.69832,4.247002,4.61152,,-13.879418,2.978578,0.176241,0.365889,0,0.6500343,,,,,,,,,-1,1114757200,0.002911,0.582209,0.791398,0.714485,1.918984,20.448238,26.948559,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.395983
,3981490038.81,300.0003,-0.1435155,21.39624,1,1,4,7,968,968,300.0502,300.0175,299.9228,300.0003,48.58506,4.250728,4.610432,,-13.598350,2.946340,0.192872,0.393267,0,0.6584573,,,,,,,,,-1,1114757200,0.002911,0.582209,0.791396,0.714484,1.918962,20.447218,26.958000,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.396236
,3981490102.16,299.9995,0,21.40006,1,1,4,7,968,968,300.0475,300.0189,299.9242,299.9995,48.75356,4.250145,4.613886,,-13.411058,2.946347,0.172006,0.390976,0,0.6764019,,,,,,,,,-1,1114757200,0.002911,0.582210,0.791395,0.714482,1.918986,20.449106,26.947510,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.396784
,3981490165.59,299.9989,-0.0896972,21.39696,1,1,4,7,968,968,300.051,300.0177,299.9278,299.9989,48.72128,4.251618,4.612798,,-13.394369,2.974933,0.183735,0.353600,0,0.6441749,,,,,,,,,-1,1114757200,0.002911,0.582212,0.791395,0.714482,1.918969,20.447771,26.955116,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.396423
,3981490229.10,300.0014,-0.1076366,21.39487,1,1,4,7,968,968,300.05,300.0139,299.9241,300.0014,48.60729,4.250112,4.612656,,-14.033596,2.942794,0.211541,0.395482,0,0.6222019,,,,,,,,,-1,1114757200,0.002911,0.582211,0.791392,0.714480,1.919002,20.448305,26.940430,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.394869
,3981490292.75,299.999,-0.03587888,21.39021,1,1,4,7,968,968,300.051,300.0201,299.922,299.999,48.57829,4.247568,4.611032,,-13.151181,2.940417,0.206612,0.381290,0,0.6449073,,,,,,,,,-1,1114757200,0.002911,0.582212,0.791391,0.714479,1.919028,20.445566,26.929152,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.390215
,3981490356.25,299.9984,-0.2332127,21.39177,1,1,4,7,968,968,300.0522,300.0185,299.9228,299.9984,48.65183,4.248823,4.612515,,-13.175023,2.972508,0.175188,0.390421,0,0.6452735,,,,,,,,,-1,1114757200,0.002911,0.582212,0.791389,0.714477,1.919086,20.449286,26.903450,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.390554
,3981490419.78,299.9998,-0.1255761,21.39192,1,1,4,7,968,968,300.0485,300.0171,299.9177,299.9998,48.69396,4.249322,4.611812,,-13.901936,2.986078,0.189585,0.411758,0,0.6438087,,,,,,,,,-1,1114757200,0.002911,0.582212,0.791386,0.714476,1.919047,20.445087,26.920498,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.388430
,3981490483.19,300.0001,-0.03587888,21.3889,1,1,4,7,968,968,300.05,300.0207,299.9266,300.0001,48.62212,4.250103,4.611643,,-13.674378,2.947930,0.171441,0.397823,0,0.607187,,,,,,,,,-1,1114757200,0.002911,0.582212,0.791384,0.714473,1.919062,20.447348,26.914204,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.389996
,3981490546.65,300.0012,-0.07175776,21.39013,1,1,4,7,968,968,300.0497,300.0211,299.9239,300.0012,48.66979,4.250586,4.613257,,-13.463775,2.939569,0.162564,0.374036,0,0.6152438,,,,,,,,,-1,1114757200,0.002911,0.582212,0.791384,0.714473,1.919061,20.447405,26.914728,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.390135
,3981490610.02,299.999,-0.0896972,21.38844,1,1,4,7,968,968,300.0494,300.0173,299.9218,299.999,48.60544,4.247667,4.612328,,-13.704843,2.951845,0.205888,0.387462,0,0.6599222,,,,,,,,,-1,1114757200,0.002911,0.582215,0.791383,0.714472,1.919042,20.447796,26.923120,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.391787
,3981490673.57,299.9994,0.03587888,21.39205,1,1,4,7,968,968,300.0504,300.0177,299.9235,299.9994,48.69335,4.248299,4.612018,,-13.300856,2.994870,0.192954,0.397069,0,0.6159762,,,,,,,,,-1,1114757200,0.002911,0.582214,0.791380,0.714470,1.919093,20.445372,26.900566,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.385838
,3981490737.01,299.9985,-0.07175776,21.38997,1,1,4,7,968,968,300.05,300.0161,299.9236,299.9985,48.72561,4.247867,4.612036,,-13.249993,2.996091,0.197318,0.380145,0,0.6467384,,,,,,,,,-1,1114757200,0.002911,0.582217,0.791381,0.714469,1.919089,20.450285,26.902401,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.391499
,3981490800.40,300.0005,0.0896972,21.38726,1,1,4,7,968,968,300.0479,300.0177,299.9231,300.0005,48.68157,4.248989,4.611248,,-13.806568,2.967469,0.177287,0.429396,0,0.6218356,,,,,,,,,-1,1114757200,0.002911,0.582216,0.791377,0.714466,1.919078,20.451200,26.906860,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.393154
,3981490863.88,299.9985,0.05381832,21.38941,1,1,4,7,968,968,300.05,300.0179,299.9238,299.9985,48.73927,4.24854,4.611943,,-13.660338,2.958982,0.176241,0.374186,0,0.6460059,,,,,,,,,-1,1114757200,0.002911,0.582217,0.791375,0.714465,1.919106,20.446898,26.894533,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.386633
,3981490927.38,300.0005,0,21.38437,1,1,4,7,968,968,300.0564,300.0227,299.9239,300.0005,48.83578,4.248474,4.611267,,-13.580070,2.974402,0.163051,0.390381,0,0.5918059,,,,,,,,,-1,1114757200,0.002911,0.582216,0.791375,0.714463,1.919105,20.450340,26.895321,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.390528
,3981490990.81,299.9996,-0.0896972,21.38697,1,1,4,7,968,968,300.0556,300.0211,299.911,299.9996,48.7853,4.248615,4.611483,,-13.658749,2.936747,0.164049,0.383374,0,0.659556,,,,,,,,,-1,1114757200,0.002911,0.582218,0.791373,0.714462,1.919143,20.449329,26.878536,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.386969
,3981491054.40,300.0001,-0.1255761,21.38758,1,1,4,7,968,968,300.0564,300.0227,299.9232,300.0001,48.69707,4.250045,4.613145,,-13.767362,2.947087,0.166746,0.416926,0,0.6317235,,,,,,,,,-1,1114757200,0.002911,0.582219,0.791372,0.714460,1.919118,20.451437,26.889288,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.390850
,3981491117.93,299.9991,-0.01793944,21.39069,1,1,4,7,968,968,300.055,300.0211,299.9087,299.9991,48.72313,4.24726,4.611117,,-13.471988,2.938852,0.179935,0.427670,0,0.6364843,,,,,,,,,-1,1114757200,0.002911,0.582220,0.791370,0.714460,1.919073,20.448641,26.909220,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.390688
,3981491181.36,300.0004,-0.05381832,21.3927,1,1,4,7,968,968,300.0566,300.0207,299.9233,300.0004,48.78282,4.248656,4.611342,,-13.495830,2.944766,0.194488,0.389184,0,0.6606546,,,,,,,,,-1,1114757200,0.002911,0.582220,0.791367,0.714459,1.919028,20.444443,26.928890,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.388943
,3981491244.72,299.9996,-0.1435155,21.39509,1,1,4,7,968,968,300.0574,300.0207,299.9083,299.9996,48.74736,4.246761,4.611661,,-13.901406,2.958342,0.193924,0.363948,0,0.6449073,,,,,,,,,-1,1114757200,0.002911,0.582220,0.791364,0.714456,1.919051,20.446760,26.918924,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.390038
,3981491308.18,299.9993,-0.07175776,21.39502,1,1,4,7,968,968,300.0538,300.0215,299.9246,299.9993,48.5758,4.248374,4.611248,,-13.529737,2.937753,0.183735,0.416530,0,0.6434425,,,,,,,,,-1,1114757200,0.002911,0.582220,0.791364,0.714454,1.919006,20.448648,26.938856,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.395018
,3981491371.64,300.001,-0.05381832,21.38873,1,1,4,7,968,968,300.0548,300.0197,299.9077,300.001,48.70637,4.248017,4.612112,,-13.662457,2.948248,0.163616,0.379613,0,0.6390479,,,,,,,,,-1,1114757200,0.002911,0.582221,0.791361,0.714453,1.919020,20.446072,26.932562,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.391270
,3981491435.07,300.0006,-0.1793944,21.39203,1,1,4,7,968,968,300.0526,300.0221,299.9203,300.0006,48.69087,4.247875,4.612478,,-13.499803,2.941701,0.185272,0.408305,0,0.6383154,,,,,,,,,-1,1114757200,0.002911,0.582221,0.791360,0.714452,1.919012,20.446396,26.935970,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.392122
,3981491498.66,299.9991,-0.01793944,21.39086,1,1,4,7,968,968,300.0574,300.0181,299.9089,299.9991,48.81211,4.24938,4.612131,,-13.535830,2.954360,0.181065,0.376458,0,0.6364843,,,,,,,,,-1,1114757200,0.002911,0.582221,0.791358,0.714449,1.919048,20.448715,26.920235,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.392374
,3981491562.06,300.0002,-0.05381832,21.39516,1,1,4,7,968,968,300.0566,300.0209,299.9211,300.0002,48.64811,4.252376,4.611633,,-13.535565,2.974143,0.175756,0.397519,0,0.5694667,,,,,,,,,-1,1114757200,0.002911,0.582223,0.791357,0.714448,1.919053,20.449047,26.917875,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.392397
,3981491625.53,300.0004,-0.1255761,21.39163,1,1,4,7,968,968,300.0548,300.0191,299.9236,300.0004,48.6512,4.247966,4.611924,,-13.609210,2.973669,0.175675,0.374635,0,0.6683452,,,,,,,,,-1,1114757200,0.002911,0.582223,0.791355,0.714448,1.918994,20.446196,26.943838,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.393047
,3981491688.92,300.0003,-0.0896972,21.39455,1,1,4,7,968,968,300.0526,300.0203,299.9083,300.0003,48.60544,4.251776,4.611961,,-13.795707,2.960324,0.192872,0.360553,0,0.6525978,,,,,,,,,-1,1114757200,0.002911,0.582223,0.791353,0.714445,1.918972,20.448513,26.953804,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.397047
,3981491752.33,300.0013,-0.05381832,21.39425,1,1,4,7,968,968,300.05,300.0189,299.931,300.0013,48.61719,4.244834,4.61335,,-13.186944,2.927247,0.181065,0.436329,0,0.6599222,,,,,,,,,-1,1114757200,0.002911,0.582223,0.791350,0.714442,1.918960,20.447653,26.959049,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.396868
,3981491815.82,300,-0.05381832,21.40073,1,1,4,7,968,968,300.0497,300.0207,299.924,300,48.72624,4.246155,4.611286,,-13.564441,2.944460,0.170954,0.379308,0,0.6438087,,,,,,,,,-1,1114757200,0.002911,0.582224,0.791349,0.714442,1.918919,20.447929,26.976883,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.399771
,3981491879.32,300.0012,-0.05381832,21.39841,1,1,4,7,968,968,300.0485,300.0207,299.9241,300.0012,48.62091,4.249829,4.611971,,-13.679676,2.932426,0.154278,0.409214,0,0.5921721,,,,,,,,,-1,1114757200,0.002911,0.582226,0.791348,0.714440,1.918941,20.448530,26.967180,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.399017
,3981491942.73,300.0002,0,21.39252,1,1,4,7,968,968,300.049,300.0191,299.9265,300.0002,48.63697,4.252759,4.611483,,-13.881537,2.960410,0.175188,0.452169,0,0.6379492,,,,,,,,,-1,1114757200,0.002911,0.582226,0.791345,0.714439,1.919015,20.444332,26.934921,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.389700
,3981492006.30,300.0016,-0.0896972,21.39096,1,1,4,7,968,968,300.0504,300.0207,299.9258,300.0016,48.75047,4.247659,4.613699,,-13.451324,2.952311,0.171441,0.408088,0,0.6295262,,,,,,,,,-1,1114757200,0.002911,0.582226,0.791344,0.714437,1.918970,20.447994,26.954592,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.396593
,3981492070.09,299.9996,0,21.39258,1,1,4,7,968,968,300.0489,300.0173,299.9292,299.9996,48.7163,4.24368,4.610188,,-13.341917,3.000088,0.179935,0.368557,0,0.6364843,,,,,,,,,-1,1114757200,0.002911,0.582226,0.791340,0.714435,1.919028,20.442347,26.929152,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.386679
,3981492133.56,300.0005,-0.07175776,21.38986,1,1,4,7,968,968,300.0486,300.0161,299.9223,300.0005,48.6407,4.249147,4.610488,,-13.319929,2.968841,0.180016,0.380693,0,0.6438087,,,,,,,,,-1,1114757200,0.002911,0.582226,0.791336,0.714431,1.919022,20.444931,26.931513,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.389862
,3981492197.01,299.9989,-0.07175776,21.39311,1,1,4,7,968,968,300.051,300.0151,299.9285,299.9989,48.7598,4.250038,4.612045,,-13.598879,2.954796,0.189585,0.373045,0,0.620737,,,,,,,,,-1,1114757200,0.002911,0.582229,0.791338,0.714432,1.919000,20.446562,26.941479,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.393106
,3981492260.45,300.0001,-0.03587888,21.38923,1,1,4,7,968,968,300.0479,300.0159,299.9267,300.0001,48.79899,4.246088,4.612008,,-13.560732,2.947291,0.175188,0.388587,0,0.6441749,,,,,,,,,-1,1114757200,0.002911,0.582228,0.791335,0.714429,1.919019,20.447315,26.932823,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.392672
,3981492323.85,300.0005,-0.1255761,21.38627,1,1,4,7,968,968,300.0494,300.0203,299.9266,300.0005,48.74425,4.244129,4.611999,,-13.672789,2.976378,0.167798,0.435306,0,0.6456397,,,,,,,,,-1,1114757200,0.002911,0.582229,0.791333,0.714428,1.919098,20.446083,26.898205,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.386274
,3981492387.42,300.0008,-0.0896972,21.38785,1,1,4,7,968,968,300.0494,300.0203,299.9196,300.0008,48.63947,4.247218,4.611267,,-13.545102,2.958744,0.171441,0.395692,0,0.6423438,,,,,,,,,-1,1114757200,0.002911,0.582228,0.791331,0.714426,1.919083,20.446617,26.905024,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.387854
,3981492450.80,299.9997,-0.03587888,21.3901,1,1,4,7,968,968,300.0504,300.0191,299.9266,299.9997,48.55112,4.246836,4.614337,,-13.639145,2.961393,0.178879,0.391449,0,0.6295262,,,,,,,,,-1,1114757200,0.002911,0.582230,0.791329,0.714424,1.919083,20.445768,26.904762,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.386883
,3981492514.20,300.0018,-0.161455,21.38202,1,1,4,7,968,968,300.051,300.0179,299.9296,300.0018,48.79153,4.249663,4.611248,,-13.837563,2.964767,0.188534,0.408060,0,0.6119478,,,,,,,,,-1,1114757200,0.002911,0.582230,0.791327,0.714423,1.919140,20.444641,26.879847,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.381775
,3981492577.63,299.9998,-0.03587888,21.3831,1,1,4,7,968,968,300.0526,300.0177,299.8994,299.9998,48.63141,4.245224,4.612271,,-13.525234,2.961971,0.175188,0.360719,0,0.6302586,,,,,,,,,-1,1114757200,0.002911,0.582232,0.791326,0.714422,1.919132,20.445137,26.883518,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.383097
,3981492641.17,300.0002,-0.03587888,21.37989,1,1,4,7,968,968,300.0485,300.0207,299.9258,300.0002,48.68157,4.24736,4.611023,,-13.387481,2.944979,0.163051,0.407621,0,0.6507668,,,,,,,,,-1,1114757200,0.002911,0.582232,0.791322,0.714419,1.919170,20.444441,26.866734,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.379887
,3981492704.58,300.0004,-0.1435155,21.38317,1,1,4,7,968,968,300.0514,300.0181,299.9009,300.0004,48.61224,4.249855,4.612553,,-13.687094,2.966928,0.176241,0.371732,0,0.6518654,,,,,,,,,-1,1114757200,0.002911,0.582232,0.791321,0.714417,1.919175,20.446377,26.864374,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.381666
,3981492767.97,300.0001,-0.07175776,21.38412,1,1,4,7,968,968,300.054,300.0227,299.9279,300.0001,48.67784,4.246562,4.612055,,-13.521260,2.945147,0.170954,0.382824,0,0.6386817,,,,,,,,,-1,1114757200,0.002911,0.582233,0.791320,0.714416,1.919145,20.446871,26.877487,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.384119
,3981492831.61,299.9999,-0.0896972,21.37885,1,1,4,7,968,968,300.051,300.0195,299.9017,299.9999,48.70885,4.248216,4.611999,,-13.706697,2.946021,0.160025,0.379308,0,0.6441749,,,,,,,,,-1,1114757200,0.002911,0.582235,0.791318,0.714414,1.919174,20.445803,26.864635,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.381075
,3981492894.97,299.9993,-0.03587888,21.38456,1,1,4,7,968,968,300.0497,300.0167,299.9242,299.9993,48.71444,4.249197,4.609842,,-13.651861,2.957574,0.188534,0.400733,0,0.6386817,,,,,,,,,-1,1114757200,0.002911,0.582235,0.791317,0.714413,1.919120,20.449360,26.888502,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.388456
,3981492958.48,300.0009,-0.01793944,21.3875,1,1,4,7,968,968,300.0494,300.0165,299.9293,300.0009,48.61471,4.247534,4.61277,,-13.774249,2.943656,0.183735,0.347195,0,0.5925384,,,,,,,,,-1,1114757200,0.002911,0.582236,0.791314,0.714410,1.919093,20.448559,26.900566,0.000000,774.193359,1.966500,0.220700,-440.000000,914.700012,21.389336
